Company_Name,Class,Designation,Location,Total_applicants
IDESLABS PRIVATE LIMITED,Class 4,Team Lead, Uttar Pradesh,6
IDESLABS PRIVATE LIMITED,Class 4,SAP ABAP OData, Telangana,3
IDESLABS PRIVATE LIMITED,Class 4,HCM HR, Telangana,0
IDESLABS PRIVATE LIMITED,Class 4,Associate Tech Specialist, Uttar Pradesh,0
IDESLABS PRIVATE LIMITED,Class 4,SAP Basis-Module Lead, Andhra Pradesh,5
IDESLABS PRIVATE LIMITED,Class 4,Dot net Developer / Sr. Developer, Telangana,2
IDESLABS PRIVATE LIMITED,Class 4,Team Lead, Maharashtra,1
IDESLABS PRIVATE LIMITED,Class 4,Associate Solution Architect, Telangana,5
IDESLABS PRIVATE LIMITED,Class 4,Support Analyst, Telangana,3
IDESLABS PRIVATE LIMITED,Class 4,Project Lead, Karnataka,53
IDESLABS PRIVATE LIMITED,Class 4,SAP ABAP on HANA, Maharashtra,0
IDESLABS PRIVATE LIMITED,Class 4,Oracle SCM Technical, Telangana,3
IDESLABS PRIVATE LIMITED,Class 4,Associate Security Consultant, Karnataka,4
IDESLABS PRIVATE LIMITED,Class 4,Team Lead, Karnataka,16
IDESLABS PRIVATE LIMITED,Class 4,SAP FICO, Telangana,31
IDESLABS PRIVATE LIMITED,Class 4,AWS DevOps, Telangana,2
IDESLABS PRIVATE LIMITED,Class 4,Team Lead, Telangana,35
IDESLABS PRIVATE LIMITED,Class 4,Solution Architect, Telangana,7
IDESLABS PRIVATE LIMITED,Class 4,Oracle IAM with Java Developer, Telangana,0
IDESLABS PRIVATE LIMITED,Class 4,Business Analyst, Maharashtra,118
IDESLABS PRIVATE LIMITED,Class 4,Associate Tech Specialist, Uttar Pradesh,1
IDESLABS PRIVATE LIMITED,Class 4,Associate Tech Specialist, Uttar Pradesh,0
IDESLABS PRIVATE LIMITED,Class 4,Team Lead, Uttar Pradesh,0
IDESLABS PRIVATE LIMITED,Class 4,Power BI Developer, Telangana,4
IDESLABS PRIVATE LIMITED,Class 4,Team Lead, Telangana,9
IDESLABS PRIVATE LIMITED,Class 4,Java Backend, Telangana,5
IDESLABS PRIVATE LIMITED,Class 4,Oracle Finance Technical Consultant, Telangana,12
IDESLABS PRIVATE LIMITED,Class 4,PHP Developer, Tamil Nadu,10
IDESLABS PRIVATE LIMITED,Class 4,Database Admin. Sr Cnslt., Telangana,12
IDESLABS PRIVATE LIMITED,Class 4,Tech Manager, Karnataka,16
IDESLABS PRIVATE LIMITED,Class 4,AWS Engineer, Telangana,0
IDESLABS PRIVATE LIMITED,Class 4,Team Lead, Maharashtra,0
IDESLABS PRIVATE LIMITED,Class 4,SAP Abap Workflow - Module Lead, Uttar Pradesh,1
IDESLABS PRIVATE LIMITED,Class 4,Sr. Engineer, Karnataka,7
IDESLABS PRIVATE LIMITED,Class 4,"Full stack developer – Angular/C#,.Net.", Karnataka,3
IDESLABS PRIVATE LIMITED,Class 4,SAP BASIS with Selenium, Telangana,0
IDESLABS PRIVATE LIMITED,Class 4,Sr. Engineer, Telangana,15
IDESLABS PRIVATE LIMITED,Class 4,Associate Tech Specialist, Telangana,33
IDESLABS PRIVATE LIMITED,Class 4,Project Lead, Karnataka,25
IDESLABS PRIVATE LIMITED,Class 4,SAP BI (BW) Lead, Telangana,7
IDESLABS PRIVATE LIMITED,Class 4,SAP MM WITH RELEASE STRATERGY, Telangana,112
IDESLABS PRIVATE LIMITED,Class 4,Associate Tech Specialist, Maharashtra,2
IDESLABS PRIVATE LIMITED,Class 4,SAP Security Consultant, Telangana,53
IDESLABS PRIVATE LIMITED,Class 4,Java-Back end Developer, Telangana,0
IDESLABS PRIVATE LIMITED,Class 4,SAP BASIS Consultant-S4 HANA, Telangana,0
IDESLABS PRIVATE LIMITED,Class 4,QA Engineer, Karnataka,14
IDESLABS PRIVATE LIMITED,Class 4,Software Engineer, Maharashtra,48
IDESLABS PRIVATE LIMITED,Class 4,Associate Software Engineer, Maharashtra,85
IDESLABS PRIVATE LIMITED,Class 4,Team Lead, Uttar Pradesh,1
IDESLABS PRIVATE LIMITED,Class 4,Data Architect, Karnataka,6
IDESLABS PRIVATE LIMITED,Class 4,SAP ABSIS Admin, Telangana,0
IDESLABS PRIVATE LIMITED,Class 4,Tech Manager, Maharashtra,0
IDESLABS PRIVATE LIMITED,Class 4,Associate Tech Specialist, Maharashtra,2
IDESLABS PRIVATE LIMITED,Class 4,Test Manager, Maharashtra,4
IDESLABS PRIVATE LIMITED,Class 4,SAP FICO, Delhi,4
IDESLABS PRIVATE LIMITED,Class 4,SAP ABAP + Customization, Telangana,0
IDESLABS PRIVATE LIMITED,Class 4,Team Lead, Telangana,22
IDESLABS PRIVATE LIMITED,Class 4,.Net Core Developer, Maharashtra,2
IDESLABS PRIVATE LIMITED,Class 4,Associate Security Consultant, Karnataka,2
IDESLABS PRIVATE LIMITED,Class 4,Tech Manager, Telangana,39
IDESLABS PRIVATE LIMITED,Class 4,SAP MM with API, Telangana,1
IDESLABS PRIVATE LIMITED,Class 4,Associate Security Consultant, Maharashtra,0
IDESLABS PRIVATE LIMITED,Class 4,Mainframe Developer, Karnataka,38
IDESLABS PRIVATE LIMITED,Class 4,Tech Manager, Maharashtra,3
IDESLABS PRIVATE LIMITED,Class 4,Project Manager- Jaipur, Rajasthan,25
IDESLABS PRIVATE LIMITED,Class 4,Delivery Manager, Telangana,167
IDESLABS PRIVATE LIMITED,Class 4,Lead DBA, Maharashtra,10
IDESLABS PRIVATE LIMITED,Class 4,SAP ABAP OOPS, Telangana,0
IDESLABS PRIVATE LIMITED,Class 4,ABAP Developer - Module Lead, Andhra Pradesh,6
IDESLABS PRIVATE LIMITED,Class 4,Sr. SAP Functional Testing - Finance, Maharashtra,0
IDESLABS PRIVATE LIMITED,Class 4,SAP ABAP For NTT DATA, Telangana,0
IDESLABS PRIVATE LIMITED,Class 4,Engineer, Tamil Nadu,17
IDESLABS PRIVATE LIMITED,Class 4,Associate Tech Specialist, Haryana,10
IDESLABS PRIVATE LIMITED,Class 4,Dot Net Developer, Telangana,6
IDESLABS PRIVATE LIMITED,Class 4,Sr. Security Analyst, Maharashtra,4
IDESLABS PRIVATE LIMITED,Class 4,Team Lead, Telangana,8
IDESLABS PRIVATE LIMITED,Class 4,OFM Admin with SOA, Karnataka,7
IDESLABS PRIVATE LIMITED,Class 4,Senior AWS Developer, Telangana,6
IDESLABS PRIVATE LIMITED,Class 4,Power BI Developer, Telangana,0
IDESLABS PRIVATE LIMITED,Class 4,Team Lead, Uttar Pradesh,3
IDESLABS PRIVATE LIMITED,Class 4,Associate Tech Specialist, Andhra Pradesh,0
IDESLABS PRIVATE LIMITED,Class 4,SAP ABAP-CDS Developer, Telangana,0
IDESLABS PRIVATE LIMITED,Class 4,Java Spring Boot Developer, Karnataka,7
IDESLABS PRIVATE LIMITED,Class 4,Front end developers, Tamil Nadu,16
IDESLABS PRIVATE LIMITED,Class 4,Project Lead, Telangana,39
IDESLABS PRIVATE LIMITED,Class 4,Network Lead, Telangana,6
IDESLABS PRIVATE LIMITED,Class 4,Associate Technical Architect, Karnataka,6
IDESLABS PRIVATE LIMITED,Class 4,Sr. Software Engineer, Uttar Pradesh,18
IDESLABS PRIVATE LIMITED,Class 4,Team Lead, Telangana,158
IDESLABS PRIVATE LIMITED,Class 4,Program Manager, Maharashtra,12
IDESLABS PRIVATE LIMITED,Class 4,SAP FICO, Karnataka,3
IDESLABS PRIVATE LIMITED,Class 4,Security Consultant, Delhi,4
IDESLABS PRIVATE LIMITED,Class 4,SAP FICO, Telangana,42
IDESLABS PRIVATE LIMITED,Class 4,UI Angular, Karnataka,13
IDESLABS PRIVATE LIMITED,Class 4,Project Lead, Uttar Pradesh,0
IDESLABS PRIVATE LIMITED,Class 4,Business Consultant, Telangana,18
IDESLABS PRIVATE LIMITED,Class 4,Associate Technical Architect, Karnataka,5
IDESLABS PRIVATE LIMITED,Class 4,SAP Basis - Tech Manager, Maharashtra,1
IDESLABS PRIVATE LIMITED,Class 4,Associate Tech Specialist, Uttar Pradesh,13
IDESLABS PRIVATE LIMITED,Class 4,Sr. Software Engineer, Karnataka,14
IDESLABS PRIVATE LIMITED,Class 4,Associate Business Consultant, Tamil Nadu,40
IDESLABS PRIVATE LIMITED,Class 4,Associate Tech Specialist, Telangana,15
IDESLABS PRIVATE LIMITED,Class 4,Associate Team Lead, Uttar Pradesh,1
IDESLABS PRIVATE LIMITED,Class 4,SAP HCM Lead Consultant, Telangana,15
IDESLABS PRIVATE LIMITED,Class 4,Backup Admin - Mumbai Location, Maharashtra,6
IDESLABS PRIVATE LIMITED,Class 4,Security Consultant, Karnataka,23
IDESLABS PRIVATE LIMITED,Class 4,SAP FICO, Telangana,37
IDESLABS PRIVATE LIMITED,Class 4,Associate Tech Specialist, Telangana,10
IDESLABS PRIVATE LIMITED,Class 4,Group Manager-Operations, Karnataka,1
IDESLABS PRIVATE LIMITED,Class 4,Kronos Custom Reports, Telangana,1
IDESLABS PRIVATE LIMITED,Class 4,Oracle Fusion CRM Consultant, Telangana,1
IDESLABS PRIVATE LIMITED,Class 4,Testing, Telangana,0
IDESLABS PRIVATE LIMITED,Class 4,Java Spring Boot Developer, Telangana,1
IDESLABS PRIVATE LIMITED,Class 4,Associate Tech Specialist, Telangana,12
IDESLABS PRIVATE LIMITED,Class 4,Java Fullstack Developer, Telangana,0
IDESLABS PRIVATE LIMITED,Class 4,Tech Manager, Telangana,5
IDESLABS PRIVATE LIMITED,Class 4,Associate Tech Specialist, Maharashtra,0
IDESLABS PRIVATE LIMITED,Class 4,Tech Lead, Uttar Pradesh,25
IDESLABS PRIVATE LIMITED,Class 4,Software Development Analyst, Karnataka,10
IDESLABS PRIVATE LIMITED,Class 4,Bioinformatics QA, Telangana,25
IDESLABS PRIVATE LIMITED,Class 4,Dot net Developer / Sr. Developer, Telangana,4
IDESLABS PRIVATE LIMITED,Class 4,Project Manager, Telangana,33
IDESLABS PRIVATE LIMITED,Class 4,Tech Manager, Telangana,7
IDESLABS PRIVATE LIMITED,Class 4,Sr. Software Engineer, Uttar Pradesh,1
IDESLABS PRIVATE LIMITED,Class 4,Tech Manager, Telangana,2
IDESLABS PRIVATE LIMITED,Class 4,Associate Tech Specialist, Telangana,40
IDESLABS PRIVATE LIMITED,Class 4,Pega Developer, Telangana,2
IDESLABS PRIVATE LIMITED,Class 4,Project Lead, Telangana,17
IDESLABS PRIVATE LIMITED,Class 4,SAP MDG with ABAP, Telangana,0
IDESLABS PRIVATE LIMITED,Class 4,Associate Technical Architect, Karnataka,4
IDESLABS PRIVATE LIMITED,Class 4,CRM Customer Service, Telangana,3
IDESLABS PRIVATE LIMITED,Class 4,RPA UI PATH, Karnataka,10
IDESLABS PRIVATE LIMITED,Class 4,Java developer, Tamil Nadu,15
IDESLABS PRIVATE LIMITED,Class 4,Java Full Stack Developer, Maharashtra,11
IDESLABS PRIVATE LIMITED,Class 4,Solution Lead, Telangana,6
IDESLABS PRIVATE LIMITED,Class 4,Learning Consultant, Telangana,2
IDESLABS PRIVATE LIMITED,Class 4,Sr. Test Engineer, Uttar Pradesh,41
IDESLABS PRIVATE LIMITED,Class 4,Team Lead, Tamil Nadu,19
IDESLABS PRIVATE LIMITED,Class 4,Business Analyst, Telangana,66
IDESLABS PRIVATE LIMITED,Class 4,Team Lead, Telangana,88
IDESLABS PRIVATE LIMITED,Class 4,Sharepoint Migration Engineer, Maharashtra,0
IDESLABS PRIVATE LIMITED,Class 4,Sr. Engineer, Tamil Nadu,29
IDESLABS PRIVATE LIMITED,Class 4,Required SAP FICO Consultants for Contract, India,17
IDESLABS PRIVATE LIMITED,Class 4,Manual Tester, Telangana,63
IDESLABS PRIVATE LIMITED,Class 4,Software Engineer, Karnataka,76
IDESLABS PRIVATE LIMITED,Class 4,Devops Engineer, Tamil Nadu,52
IDESLABS PRIVATE LIMITED,Class 4,AWS ENGINEER, Telangana,2
IDESLABS PRIVATE LIMITED,Class 4,SAP Security with S4 HANA, Telangana,3
IDESLABS PRIVATE LIMITED,Class 4,SAP PM with FICO, Telangana,11
IDESLABS PRIVATE LIMITED,Class 4,Business Analyst, Karnataka,59
IDESLABS PRIVATE LIMITED,Class 4,Project Lead, Telangana,11
Cactus Communications,Class 2,Marketing Associate, Maharashtra,39
Cactus Communications,Class 2,CACTUS Talent Community, Maharashtra,33
ACURA SOLUTIONS LTD,Class 4,Mis Executive, Gujarat,57
ACURA SOLUTIONS LTD,Class 4,Mis Executive, Maharashtra,53
ACURA SOLUTIONS LTD,Class 4,MIS Executive (Insuretech Company), Gujarat,39
ACURA SOLUTIONS LTD,Class 4,Talent Acquisition Manager (With leading Bank), Maharashtra,29
ACURA SOLUTIONS LTD,Class 4,Project Manager, Maharashtra,3
ACURA SOLUTIONS LTD,Class 4,Associate Consultant (Hospital Management System), Uttar Pradesh,4
ACURA SOLUTIONS LTD,Class 4,Branch Relationship Manager, Karnataka,0
ACURA SOLUTIONS LTD,Class 4,Customer Service Executive- Retail Assets- Noida, Delhi,1
ACURA SOLUTIONS LTD,Class 4,Software QA Engineer 2 / Senior QA Engineer / Manual Test Lead / Automation Test, Tamil Nadu,26
ACURA SOLUTIONS LTD,Class 4,Software QA Engineer 2 / Senior QA Engineer / Manual Test Lead / Automation Test, Karnataka,31
ACURA SOLUTIONS LTD,Class 4,Frontend Developer (Insuretech Company), Gujarat,0
ACURA SOLUTIONS LTD,Class 4,Consultant - Internal Audit, Maharashtra,5
ACURA SOLUTIONS LTD,Class 4,Customer Service Executive- Retail Assets- Noida, Uttar Pradesh,4
ACURA SOLUTIONS LTD,Class 4,MSBI Developer, Karnataka,5
ACURA SOLUTIONS LTD,Class 4,Node.js Developer (For IT Consulting), Maharashtra,2
ACURA SOLUTIONS LTD,Class 4,Teller Authorizer, Karnataka,0
ACURA SOLUTIONS LTD,Class 4,Senior Associate / Consultant KYC/CDD, Haryana,45
ACURA SOLUTIONS LTD,Class 4,Branch Relationship Manager, Andhra Pradesh,0
ACURA SOLUTIONS LTD,Class 4,Branch Relationship Manager, Telangana,0
ACURA SOLUTIONS LTD,Class 4,Internal Audit - Consultant, Maharashtra,0
ACURA SOLUTIONS LTD,Class 4,SAP Security, Delhi,18
ACURA SOLUTIONS LTD,Class 4,SAP Security, Karnataka,25
ACURA SOLUTIONS LTD,Class 4,Analyst Consultant_Private Equity, Delhi,3
ACURA SOLUTIONS LTD,Class 4,"MERN Developer (MongoDB, ExpressJS,ReactJS,NodeJS)", Maharashtra,0
ACURA SOLUTIONS LTD,Class 4,Deputy Branch Manager ( Leading Pvt. Bank), West Bengal,0
ACURA SOLUTIONS LTD,Class 4,Branch Relationship Manager, Karnataka,1
ACURA SOLUTIONS LTD,Class 4,Analyst/Associate Consultant (Primary Market Research), Karnataka,16
ACURA SOLUTIONS LTD,Class 4,Deputy Branch Manager ( Leading Pvt. Bank), Karnataka,1
ACURA SOLUTIONS LTD,Class 4,Analyst/Associate Consultant (Primary Market Research), Haryana,19
ACURA SOLUTIONS LTD,Class 4,Assitance Manager - Purchase ( Jejuri - Pune location), Maharashtra,2
ACURA SOLUTIONS LTD,Class 4,E-Commerce Manager - Agritech Company, Maharashtra,12
ACURA SOLUTIONS LTD,Class 4,Digital Marketing Executive, Maharashtra,11
ACURA SOLUTIONS LTD,Class 4,BDM-Business Loan in a Leading MNC Bank, Rajasthan,1
ACURA SOLUTIONS LTD,Class 4,TASC RM ( Leading Pvt. Bank), Telangana,0
ACURA SOLUTIONS LTD,Class 4,UI/UX developer, Gujarat,0
ACURA SOLUTIONS LTD,Class 4,Telecaller Executive (Fintech Firm), Maharashtra,1
ACURA SOLUTIONS LTD,Class 4,Software Tester (Insuretech Company), Gujarat,11
ACURA SOLUTIONS LTD,Class 4,Social Media Manager with Insure-tech company, Maharashtra,0
ACURA SOLUTIONS LTD,Class 4,Teller Authorizer, Telangana,2
ACURA SOLUTIONS LTD,Class 4,Teller Authorizer, Andhra Pradesh,3
ACURA SOLUTIONS LTD,Class 4,Data Analyst (Business professional Institute), Uttar Pradesh,16
ACURA SOLUTIONS LTD,Class 4,BDM for a Reputed MNC Bank., Karnataka,7
ACURA SOLUTIONS LTD,Class 4,Digital Marketing, Maharashtra,5
ACURA SOLUTIONS LTD,Class 4,Associate Software Engineer - .Net (Fintech Company), Uttar Pradesh,1
ACURA SOLUTIONS LTD,Class 4,BDM-Business Loan in a Leading MNC Bank, Uttar Pradesh,4
ACURA SOLUTIONS LTD,Class 4,Senior Associate / Consultant Compliance with Big 5 company, Haryana,3
ACURA SOLUTIONS LTD,Class 4,Associate Consultant - Data Migration, Telangana,8
ACURA SOLUTIONS LTD,Class 4,Deputy Branch Manager ( Leading Pvt. Bank), Delhi,5
ACURA SOLUTIONS LTD,Class 4,Internal Audit - Consultant, Maharashtra,1
ACURA SOLUTIONS LTD,Class 4,Teller Authorizer, Kerala,1
ACURA SOLUTIONS LTD,Class 4,Teller Authorizer, Karnataka,2
ACURA SOLUTIONS LTD,Class 4,AVP Home Loans, Maharashtra,15
ACURA SOLUTIONS LTD,Class 4,Hiring for Associate Consultant - Reporting with a MNC Pharmaceutical Firm, Uttar Pradesh,2
ACURA SOLUTIONS LTD,Class 4,Content Writer (Hindi) - Insurance, Maharashtra,16
ACURA SOLUTIONS LTD,Class 4,TASC RM ( Leading Pvt. Bank), Haryana,0
ACURA SOLUTIONS LTD,Class 4,Relationship Manager - Business Banking (Mid Corporate), Telangana,3
ACURA SOLUTIONS LTD,Class 4,Manager - Statutory IT Auditor, Delhi,4
ACURA SOLUTIONS LTD,Class 4,Manager - Statutory IT Auditor, Tamil Nadu,0
ACURA SOLUTIONS LTD,Class 4,"MERN Developer (MongoDB, ExpressJS,ReactJS,NodeJS)", Maharashtra,4
ACURA SOLUTIONS LTD,Class 4,"MERN Developer (MongoDB, ExpressJS,ReactJS,NodeJS)", Telangana,3
ACURA SOLUTIONS LTD,Class 4,"MERN Developer (MongoDB, ExpressJS,ReactJS,NodeJS)", Uttar Pradesh,11
ACURA SOLUTIONS LTD,Class 4,Manager - Statutory IT Auditor, Telangana,0
ACURA SOLUTIONS LTD,Class 4,Manager - Statutory IT Auditor, Uttar Pradesh,3
ACURA SOLUTIONS LTD,Class 4,Analyst Consultant_Private Equity, Maharashtra,4
ACURA SOLUTIONS LTD,Class 4,Software QA Engineer 2 / Senior QA Engineer / Manual Test Lead / Automation Test, Tamil Nadu,33
ACURA SOLUTIONS LTD,Class 4,Manager - Statutory IT Auditor, Haryana,2
ACURA SOLUTIONS LTD,Class 4,Flexi Banker, Delhi,5
ACURA SOLUTIONS LTD,Class 4,Deputy Branch Manager ( Leading Pvt. Bank), Maharashtra,1
ACURA SOLUTIONS LTD,Class 4,Looker BI Developer, Uttar Pradesh,8
ACURA SOLUTIONS LTD,Class 4,Associate Principal - Strategy Consulting- (Pharmaceutical MNC), Haryana,3
ACURA SOLUTIONS LTD,Class 4,Associate Principal - Strategy Consulting- (Pharmaceutical MNC), Karnataka,7
ACURA SOLUTIONS LTD,Class 4,Lead- Digital Business Process Re-engineering, Maharashtra,1
ACURA SOLUTIONS LTD,Class 4,Branch Relationship Manager, Uttar Pradesh,0
ACURA SOLUTIONS LTD,Class 4,Ui Ux Developer - Mumbai, Maharashtra,3
ACURA SOLUTIONS LTD,Class 4,Hiring for Branch Relationship Manager, Maharashtra,0
ACURA SOLUTIONS LTD,Class 4,Hiring for Branch Relationship Manager, Uttar Pradesh,0
ACURA SOLUTIONS LTD,Class 4,Looker BI Developer, Karnataka,7
ACURA SOLUTIONS LTD,Class 4,Associate Software Engineer- React Js with a Leading Fintech Company, Uttar Pradesh,11
ACURA SOLUTIONS LTD,Class 4,Human Resource Recruiter (HR), Maharashtra,4
ACURA SOLUTIONS LTD,Class 4,"MERN Developer (MongoDB, ExpressJS,ReactJS,NodeJS)", Delhi,6
ACURA SOLUTIONS LTD,Class 4,"MERN Developer (MongoDB, ExpressJS,ReactJS,NodeJS)", Kerala,6
ACURA SOLUTIONS LTD,Class 4,Hiring for Associate Consultant- Data Migration with a MNC Pharmaceutical Firm, Telangana,0
ACURA SOLUTIONS LTD,Class 4,Manager - Statutory IT Auditor, Maharashtra,2
ACURA SOLUTIONS LTD,Class 4,Branch Manager, Maharashtra,1
ACURA SOLUTIONS LTD,Class 4,Manager Strategic Planning, Karnataka,3
ACURA SOLUTIONS LTD,Class 4,Assistant Manager - Cyber ITGC with Big 5 company, Haryana,2
ACURA SOLUTIONS LTD,Class 4,Assistant Manager - Cyber ITGC with Big 5 company, Karnataka,0
ACURA SOLUTIONS LTD,Class 4,NodeJs Developer (With the fintech firm), Maharashtra,1
ACURA SOLUTIONS LTD,Class 4,Associate Consultant- Reporting with a Leading pharmaceutical MNC, Uttar Pradesh,2
ACURA SOLUTIONS LTD,Class 4,Manager - Statutory IT Auditor, Karnataka,2
ACURA SOLUTIONS LTD,Class 4,Manager - E-Commerce (For Agritech company), Maharashtra,0
ACURA SOLUTIONS LTD,Class 4,TASC RM ( Leading Pvt. Bank), Delhi,1
ACURA SOLUTIONS LTD,Class 4,Analyst Consultant (Private Equity), Karnataka,6
ACURA SOLUTIONS LTD,Class 4,Associate Software Engineer - React JS (Fintech Company), Uttar Pradesh,7
ACURA SOLUTIONS LTD,Class 4,SR UI/UX developer (Frontend + UI/UX development), Maharashtra,2
ACURA SOLUTIONS LTD,Class 4,Branch Relationship Manager, Maharashtra,0
ACURA SOLUTIONS LTD,Class 4,Hiring for Branch Relationship Manager, Delhi,0
UST,Class 1,Technical Lead, Kerala,22
Vodafone Idea Limited,Class 1,Manager-Regional Account Service, Maharashtra,115
Vodafone Idea Limited,Class 1,AGM - Zonal Technical Manager, Maharashtra,35
Vodafone Idea Limited,Class 1,AGM-Product Management, Maharashtra,82
Tata Consultancy Services,Class 3,Administrative Officer, Telangana,0
Tata Consultancy Services,Class 3,Embedded Engineer, Telangana,57
Tata Consultancy Services,Class 3,Python, Telangana,148
Tata Consultancy Services,Class 3,NodeJS, West Bengal,7
Tata Consultancy Services,Class 3,Embedded Engineer, Karnataka,93
Tata Consultancy Services,Class 3,NodeJS, Karnataka,16
Tata Consultancy Services,Class 3,Python, Telangana,168
Tata Consultancy Services,Class 3,Automotive Embedded Cybersecurity, Maharashtra,19
Tata Consultancy Services,Class 3,NodeJS, Telangana,21
Tata Consultancy Services,Class 3,Embedded Engineer, Telangana,58
Tata Consultancy Services,Class 3,Node JS, Karnataka,196
Tata Consultancy Services,Class 3,NodeJS, Maharashtra,20
Tata Consultancy Services,Class 3,NodeJS, India,11
Tata Consultancy Services,Class 3,node js, Odisha,38
Uplers,Class 2,Artificial Intelligence Engineer - WFH, Maharashtra,19
Uplers,Class 2,Dotnet Developer- WFH, Maharashtra,22
Uplers,Class 2,Dotnet Developer- WFH, Delhi,36
Uplers,Class 2,Dotnet Developer- WFH, Karnataka,25
Uplers,Class 2,Full Stack Developer, Rajasthan,23
Uplers,Class 2,Dotnet Developer- WFH, Maharashtra,24
Uplers,Class 2,Python Software Engineer, Gujarat,44
Uplers,Class 2,Dotnet Developer- WFH, Telangana,28
Uplers,Class 2,Dotnet Developer- WFH, Tamil Nadu,27
Uplers,Class 2,Python Web Developer, India,36
Uplers,Class 2,Full Stack Software Engineer, Rajasthan,18
Uplers,Class 2,Software Engineer - Senior, Haryana,4
Uplers,Class 2,Python Web Developer, Telangana,75
Uplers,Class 2,Back End Developer, West Bengal,53
Uplers,Class 2,Python Tech Lead, Maharashtra,7
Uplers,Class 2,Web Developer - Python, Tamil Nadu,66
Uplers,Class 2,Web Developer - Python, Haryana,24
Uplers,Class 2,Sr. Software Engineer, Haryana,5
Uplers,Class 2,Web Developer - Python, Karnataka,112
Uplers,Class 2,Python Software Engineer, Tamil Nadu,35
Uplers,Class 2,Software Engineer- Blockchain, Maharashtra,35
Uplers,Class 2,Search Executive, Karnataka,20
Uplers,Class 2,Full Stack Developer, Rajasthan,38
Uplers,Class 2,Data Architect, Telangana,1
Uplers,Class 2,Software Engineer- Blockchain, Tamil Nadu,11
Uplers,Class 2,Big Data Engineer - WFH, India,16
Uplers,Class 2,Software Engineer- Blockchain, Delhi,32
Uplers,Class 2,Cloud Software Engineer, Madhya Pradesh,21
Uplers,Class 2,Data Scientist- WFH, Maharashtra,112
Uplers,Class 2,PPC Executive, Karnataka,28
Uplers,Class 2,Software Engineer- Blockchain, Karnataka,13
Uplers,Class 2,Data Scientist- WFH, Maharashtra,74
Uplers,Class 2,Software Engineer- Blockchain, Telangana,64
Uplers,Class 2,Technical Architect, Telangana,2
Uplers,Class 2,ML Engineer - Remote, India,12
Uplers,Class 2,Big Data Engineer - WFH, Telangana,27
Uplers,Class 2,UI/UX Designer, Rajasthan,166
Uplers,Class 2,SF Tech Architect, Tamil Nadu,1
Uplers,Class 2,Python Developer, Karnataka,65
Uplers,Class 2,Systems Engineer- Back End, Telangana,50
Uplers,Class 2,Android Engineer- WFH, Telangana,23
Uplers,Class 2,Associate Python Programmer, India,38
Uplers,Class 2,Sr. Salesforce Developer (WFH), Madhya Pradesh,20
Uplers,Class 2,Android App Developer- WFH, Karnataka,10
Uplers,Class 2,Data Scientist- WFH, Tamil Nadu,48
Uplers,Class 2,Android App Developer- WFH, West Bengal,15
Uplers,Class 2,PPC Executive- Associate, Karnataka,44
Uplers,Class 2,Python Software Developer, Gujarat,68
Uplers,Class 2,Unity Developer (WFH), Haryana,3
Uplers,Class 2,Dotnet Software Developer, Maharashtra,30
Uplers,Class 2,Back End Developer, Uttar Pradesh,47
Uplers,Class 2,Cloud Software Engineer, Uttar Pradesh,18
Uplers,Class 2,Unity Developer (WFH), West Bengal,2
Uplers,Class 2,Data Solutions Architect, Telangana,4
Uplers,Class 2,Data Engineering Expert - WFH, Haryana,4
Uplers,Class 2,Dotnet Software Developer, Gujarat,25
Uplers,Class 2,Search Engine Marketing (SEM) Manager, Karnataka,5
Uplers,Class 2,Unity Developer (WFH), India,3
Uplers,Class 2,Data Engineering Expert - WFH, Tamil Nadu,13
Uplers,Class 2,Data Engineer, Gujarat,40
Uplers,Class 2,Manager - Search Engine Marketing, Karnataka,3
Uplers,Class 2,Unity Developer (WFH), Telangana,5
Uplers,Class 2,Full Stack Developer (React & Node.js), Rajasthan,22
Uplers,Class 2,SF Tech Architect - Associate, Tamil Nadu,5
Uplers,Class 2,Associate Python Programmer, Gujarat,59
Uplers,Class 2,Python Developer, Maharashtra,136
Uplers,Class 2,Staff Software Engineer, Haryana,11
Uplers,Class 2,Cloud Software Engineer, Telangana,36
Uplers,Class 2,Performance Marketing Executive, Karnataka,20
Uplers,Class 2,Java Associate Developer (WFH), Telangana,48
Uplers,Class 2,Lead Google Analytics (WFH), Gujarat,13
Uplers,Class 2,Associate - Programmatic, Rajasthan,27
Uplers,Class 2,Dotnet Software Developer, Karnataka,29
Uplers,Class 2,Fullstack developer, Rajasthan,33
Uplers,Class 2,Dotnet Software Developer, Tamil Nadu,29
Uplers,Class 2,Sr. Quality Analyst, Telangana,111
Uplers,Class 2,Lead Data Engineer, Telangana,3
Uplers,Class 2,SEM Specialist, Karnataka,6
Uplers,Class 2,Dotnet Software Developer, Telangana,31
Uplers,Class 2,Sr. Quality Analyst, West Bengal,55
Uplers,Class 2,Dotnet Software Developer, Delhi,23
Uplers,Class 2,Senior Python Programmer, Tamil Nadu,20
Uplers,Class 2,.Net Framework Developer, Gujarat,32
Uplers,Class 2,Android Developer- WFH, West Bengal,90
Uplers,Class 2,Senior Ad-Tech Specialist, Madhya Pradesh,7
Uplers,Class 2,Python Developer, Uttar Pradesh,47
Uplers,Class 2,Senior Software Engineer (WFH), Haryana,15
Uplers,Class 2,AI Engineer - WFH, Maharashtra,64
